case,sex,expectancy,age,transition,effect
2,f,h,12,UD,-0.2021251411378333
2,f,h,13,UD,-0.21180236174351685
2,f,h,14,UD,-0.22102325214798316
2,f,h,15,UD,-0.2296399801020698
2,f,h,16,UD,-0.23750269709096383
2,f,h,17,UD,-0.24446150779489476
2,f,h,18,UD,-0.25036912460361915
2,f,h,19,UD,-0.2550840462857393
2,f,h,20,UD,-0.25847412620711147
2,f,h,21,UD,-0.2604204045193506
2,f,h,22,UD,-0.26082107805534516
2,f,h,23,UD,-0.25959547588519166
2,f,h,24,UD,-0.25668790045867423
2,f,h,25,UD,-0.25207118578214815
2,f,h,26,UD,-0.2457498163081309
2,f,h,27,UD,-0.23776244398192423
2,f,h,28,UD,-0.2281836369337047
2,f,h,29,UD,-0.2171246925230476
2,f,h,30,UD,-0.20473335112922378
2,f,h,31,UD,-0.19119225716348212
2,f,h,32,UD,-0.17671603301861355
2,f,h,33,UD,-0.161546863741172
2,f,h,34,UD,-0.14594853957212434
2,f,h,35,UD,-0.1301989749190236
2,f,h,36,UD,-0.1145813199059143
2,f,h,37,UD,-0.09937390628688139
2,f,h,38,UD,-0.08483942072416667
2,f,h,39,UD,-0.07121386583798599
2,f,h,40,UD,-0.058696034392319525
2,f,h,41,UD,-0.047438355393785596
2,f,h,42,UD,-0.03754003451604378
2,f,h,43,UD,-0.029043363039616688
2,f,h,44,UD,-0.021933873667657956
2,f,h,45,UD,-0.016144663183525025
2,f,h,46,UD,-0.011564702371679942
2,f,h,47,UD,-0.008050381313908719
2,f,h,48,UD,-0.005439006122248103
2,f,h,49,UD,-0.003562607395377223
2,f,h,50,UD,-0.0022603594605757017
2,f,h,51,UD,-0.0013881946342048175
2,f,h,52,UD,-8.247784985978738e-4
2,f,h,53,UD,-4.73740326723543e-4
2,f,h,54,UD,-2.6272396134623257e-4
2,f,h,55,UD,-1.402601141118953e-4
2,f,h,56,UD,-7.157800078322109e-5
2,f,h,57,UD,-3.430937457167903e-5
2,f,h,58,UD,-1.471533918475343e-5
2,f,h,59,UD,-4.735272701970476e-6
2,f,h,60,UD,0
2,f,h,61,UD,0
2,f,h,0,UH,0.028816168860457625
2,f,h,1,UH,0.029415923305944267
2,f,h,2,UH,0.03163041385312857
2,f,h,3,UH,0.035128683481248875
2,f,h,4,UH,0.03974051890609053
2,f,h,5,UH,0.045393277044093405
2,f,h,6,UH,0.05207411360897461
2,f,h,7,UH,0.05980669357112053
2,f,h,8,UH,0.06863617064242751
2,f,h,9,UH,0.07861885289539151
2,f,h,10,UH,0.08981446401043224
2,f,h,11,UH,0.1022797719914839
2,f,h,12,UH,0.11606286714813781
2,f,h,13,UH,0.13119768249264507
2,f,h,14,UH,0.14769854855394984
2,f,h,15,UH,0.1655547095916078
2,f,h,16,UH,0.18472482683477948
2,f,h,17,UH,0.20513157213919736
2,f,h,18,UH,0.2266564807525854
2,f,h,19,UH,0.24913528886454137
2,f,h,20,UH,0.27235403179126066
2,f,h,21,UH,0.29604622174923495
2,f,h,22,UH,0.319891458681068
2,f,h,23,UH,0.34351585097770104
2,f,h,24,UH,0.3664946317605287
2,f,h,25,UH,0.3883573463282196
2,f,h,26,UH,0.40859595221939354
2,f,h,27,UH,0.4266761089739537
2,f,h,28,UH,0.4420518331679892
2,f,h,29,UH,0.4541835482296761
2,f,h,30,UH,0.4625593606797703
2,f,h,31,UH,0.4667191389687535
2,f,h,32,UH,0.4662806556363253
2,f,h,33,UH,0.46096668215049563
2,f,h,34,UH,0.45063151294981985
2,f,h,35,UH,0.43528497053836596
2,f,h,36,UH,0.4151115565915234
2,f,h,37,UH,0.3904821380060891
2,f,h,38,UH,0.3619554879966282
2,f,h,39,UH,0.3302672532136138
2,f,h,40,UH,0.2963045997639981
2,f,h,41,UH,0.2610659838697451
2,f,h,42,UH,0.22560720270049506
2,f,h,43,UH,0.19097699145019328
2,f,h,44,UH,0.15814766650830261
2,f,h,45,UH,0.1279482266145557
2,f,h,46,UH,0.1010083554201513
2,f,h,47,UH,0.07772137914041424
2,f,h,48,UH,0.05823209920884464
2,f,h,49,UH,0.042451650743699866
2,f,h,50,UH,0.030096800547487864
2,f,h,51,UH,0.020746548410427886
2,f,h,52,UH,0.01390585149767616
2,f,h,53,UH,0.009065732340974873
2,f,h,54,UH,0.005751131271724336
2,f,h,55,UH,0.0035518441075646267
2,f,h,56,UH,0.002136319524416794
2,f,h,57,UH,0.001251545393792084
2,f,h,58,UH,7.138791138141718e-4
2,f,h,59,UH,3.9518536473817385e-4
2,f,h,60,UH,2.0323625115152224e-4
2,f,h,61,UH,0
2,f,u,0,HD,-2.8269644447347404
2,f,u,1,HD,-2.821308111351267
2,f,u,2,HD,-2.8139603777279065
2,f,u,3,HD,-2.8050281955942173
2,f,u,4,HD,-2.794507736454163
2,f,u,5,HD,-2.782324661399904
2,f,u,6,HD,-2.7683571207667494
2,f,u,7,HD,-2.752449128833778
2,f,u,8,HD,-2.7344185695895824
2,f,u,9,HD,-2.7140622454292713
2,f,u,10,HD,-2.6911593650740264
2,f,u,11,HD,-2.6654743016479485
2,f,u,12,HD,-2.636759134230618
2,f,u,13,HD,-2.6047563065417423
2,f,u,14,HD,-2.56920163436599
2,f,u,15,HD,-2.5298278352069725
2,f,u,16,HD,-2.4863687202600215
2,f,u,17,HD,-2.438564168765621
2,f,u,18,HD,-2.386165991002376
2,f,u,19,HD,-2.3289447735803255
2,f,u,20,HD,-2.266697785198344
2,f,u,21,HD,-2.1992579987199483
2,f,u,22,HD,-2.126504252145846
2,f,u,23,HD,-2.0483725222041422
2,f,u,24,HD,-1.9648682147427339
2,f,u,25,HD,-1.8760792805205746
2,f,u,26,HD,-1.7821898382190524
2,f,u,27,HD,-1.6834938245426754
2,f,u,28,HD,-1.5804079927314183
2,f,u,29,HD,-1.4734833488493713
2,f,u,30,HD,-1.3634138603011974
2,f,u,31,HD,-1.2510410140809973
2,f,u,32,HD,-1.1373525780131952
2,f,u,33,HD,-1.0234737779830563
2,f,u,34,HD,-0.9106491165044532
2,f,u,35,HD,-0.8002133058561202
2,f,u,36,HD,-0.6935503602971751
2,f,u,37,HD,-0.5920408612206832
2,f,u,38,HD,-0.4969988096002774
2,f,u,39,HD,-0.4096012657452643
2,f,u,40,HD,-0.33081598178737387
2,f,u,41,HD,-0.2613341426024635
2,f,u,42,HD,-0.20151668275300627
2,f,u,43,HD,-0.15136288566741543
2,f,u,44,HD,-0.11050858139998103
2,f,u,45,HD,-0.07825796681790266
2,f,u,46,HD,-0.05364807046102358
2,f,u,47,HD,-0.03553899125936446
2,f,u,48,HD,-0.02271765878655078
2,f,u,49,HD,-0.01399965171233603
2,f,u,50,HD,-0.008313887994978534
2,f,u,51,HD,-0.004759081597916644
2,f,u,52,HD,-0.002627693836265113
2,f,u,53,HD,-0.0014005140190670579
2,f,u,54,HD,-7.205553520861424e-4
2,f,u,55,HD,-3.570769700332484e-4
2,f,u,56,HD,-1.6921377327050157e-4
2,f,u,57,HD,-7.525293015672251e-5
2,f,u,58,HD,-2.9857853708578103e-5
2,f,u,59,HD,-8.845973922352299e-6
2,f,u,60,HD,0
2,f,u,61,HD,0
2,f,u,0,HU,2.5763650251397983
2,f,u,1,HU,2.585702613944024
2,f,u,2,HU,2.5904019361287407
2,f,u,3,HU,2.590325379733164
2,f,u,4,HU,2.585262037582232
2,f,u,5,HU,2.57496947816397
2,f,u,6,HU,2.559201209828241
2,f,u,7,HU,2.5377259966257797
2,f,u,8,HU,2.510342365684102
2,f,u,9,HU,2.476890090625844
2,f,u,10,HU,2.437259569145412
2,f,u,11,HU,2.391399529553899
2,f,u,12,HU,2.33932323548555
2,f,u,13,HU,2.2811132191043124
2,f,u,14,HU,2.216924509974649
2,f,u,15,HU,2.1469863096863815
2,f,u,16,HU,2.0716020734712655
2,f,u,17,HU,1.991147987989676
2,f,u,18,HU,1.9060698714070259
2,f,u,19,HU,1.8168785621826622
2,f,u,20,HU,1.7241439024112484
2,f,u,21,HU,1.6284874568560699
2,f,u,22,HU,1.5305741376091901
2,f,u,23,HU,1.4311029249900284
2,f,u,24,HU,1.3307968869760411
2,f,u,25,HU,1.2303927019833996
2,f,u,26,HU,1.1306298836984552
2,f,u,27,HU,1.0322398930529972
2,f,u,28,HU,0.9359353030678643
2,f,u,29,HU,0.8423991594118254
2,f,u,30,HU,0.7522746558564815
2,f,u,31,HU,0.6661552225033578
2,f,u,32,HU,0.5845751092658934
2,f,u,33,HU,0.5080005415162789
2,f,u,34,HU,0.4368215332256932
2,f,u,35,HU,0.371344469513339
2,f,u,36,HU,0.31178561889640766
2,f,u,37,HU,0.2582658076974513
2,f,u,38,HU,0.21080658361282942
2,f,u,39,HU,0.169328304990107
2,f,u,40,HU,0.13365070038399796
2,f,u,41,HU,0.1034965209100812
2,f,u,42,HU,0.07849891427426399
2,f,u,43,HU,0.058213033254032986
2,f,u,44,HU,0.0421321037061633
2,f,u,45,HU,0.029707690640419237
2,f,u,46,HU,0.02037323720857795
2,f,u,47,HU,0.013569206203945361
2,f,u,48,HU,0.008767503389000775
2,f,u,49,HU,0.0054925349831313
2,f,u,50,HU,0.0033364539052518987
2,f,u,51,HU,0.0019669612124560594
2,f,u,52,HU,0.0011273202110699098
2,f,u,53,HU,6.296657554153301e-4
2,f,u,54,HU,3.4380399416906256e-4
2,f,u,55,HU,1.8414826795137043e-4
2,f,u,56,HU,9.714475686638618e-5
2,f,u,57,HU,5.072919273288418e-5
2,f,u,58,HU,2.6409780826086633e-5
2,f,u,59,HU,1.3817461456550694e-5
2,f,u,60,HU,7.020719365752042e-6
2,f,u,61,HU,0
2,f,u,0,UD,-0.03119358397467322
2,f,u,1,UD,-0.031214835973230718
2,f,u,2,UD,-0.0329252954773909
2,f,u,3,UD,-0.035896773411046884
2,f,u,4,UD,-0.03989735818324245
2,f,u,5,UD,-0.044811893079889885
2,f,u,6,UD,-0.050595794378355846
2,f,u,7,UD,-0.057247691306343065
2,f,u,8,UD,-0.06479277782677795
2,f,u,9,UD,-0.07327228122463737
2,f,u,10,UD,-0.08273640600509159
2,f,u,11,UD,-0.09323921173206039
2,f,u,12,UD,-0.10483451144826511
2,f,u,13,UD,-0.11757224127584055
2,f,u,14,UD,-0.13149496672564437
2,f,u,15,UD,-0.1466343216226077
2,f,u,16,UD,-0.16300725810575512
2,f,u,17,UD,-0.18061204223238356
2,f,u,18,UD,-0.19942397209380744
2,f,u,19,UD,-0.2193908320570143
2,f,u,20,UD,-0.24042813316756767
2,f,u,21,UD,-0.26241422981629803
2,f,u,22,UD,-0.2851854495849335
2,f,u,23,UD,-0.30853142925756655
2,f,u,24,UD,-0.3321909172037288
2,f,u,25,UD,-0.355848381660774
2,f,u,26,UD,-0.37913185530750293
2,f,u,27,UD,-0.4016125459625105
2,f,u,28,UD,-0.42280684469016044
2,f,u,29,UD,-0.44218145440731726
2,f,u,30,UD,-0.45916242592545875
2,f,u,31,UD,-0.4731488977971082
2,f,u,32,UD,-0.4835322561275111
2,f,u,33,UD,-0.4897212175649998
2,f,u,34,UD,-0.49117294582912996
2,f,u,35,UD,-0.48742969627426924
2,f,u,36,UD,-0.4781596189834112
2,f,u,37,UD,-0.4631992518849012
2,f,u,38,UD,-0.44259397826855773
2,f,u,39,UD,-0.416631474392755
2,f,u,40,UD,-0.38586220552956263
2,f,u,41,UD,-0.3511007144119286
2,f,u,42,UD,-0.31340220445404726
2,f,u,43,UD,-0.2740111108369105
2,f,u,44,UD,-0.23428210874968156
2,f,u,45,UD,-0.19557904482921068
2,f,u,46,UD,-0.15916274936945138
2,f,u,47,UD,-0.12608320297045444
2,f,u,48,UD,-0.09709343761147562
2,f,u,49,UD,-0.07260049639600234
2,f,u,50,UD,-0.05266241651914388
2,f,u,51,UD,-0.03703072450278708
2,f,u,52,UD,-0.025227991196448737
2,f,u,53,UD,-0.016642834696502417
2,f,u,54,UD,-0.01062282286442279
2,f,u,55,UD,-0.006549421430783378
2,f,u,56,UD,-0.0038865882504107853
2,f,u,57,UD,-0.0022026721307333097
2,f,u,58,UD,-0.0011711285050308245
2,f,u,59,UD,-5.579742139111606e-4
2,f,u,60,UD,-2.0323625115152224e-4
2,f,u,61,UD,0
2,f,u,0,UH,-0.014873432984084799
2,f,u,1,UH,-0.014927339165839866
2,f,u,2,UH,-0.015781649008535847
2,f,u,3,UH,-0.017234148220123504
2,f,u,4,UH,-0.019172776873975523
2,f,u,5,UH,-0.021538719721829067
2,f,u,6,UH,-0.024304720877799963
2,f,u,7,UH,-0.027462031223832888
2,f,u,8,UH,-0.031012291537446522
2,f,u,9,UH,-0.03496225269153145
2,f,u,10,UH,-0.03932012962262047
2,f,u,11,UH,-0.04409289504045875
2,f,u,12,UH,-0.04928411354366124
2,f,u,13,UH,-0.0548920908276973
2,f,u,14,UH,-0.0609082180203469
2,f,u,15,UH,-0.06731545691154836
2,f,u,16,UH,-0.0740869542971135
2,f,u,17,UH,-0.08118480203037334
2,f,u,18,UH,-0.08855897882343952
2,f,u,19,UH,-0.09614652319246676
2,f,u,20,UH,-0.10387099569897384
2,f,u,21,UH,-0.11164229354223854
2,f,u,22,UH,-0.11935688192518808
2,f,u,23,UH,-0.12689850454841206
2,f,u,24,UH,-0.13413943008526036
2,f,u,25,UH,-0.14094228252305172
2,f,u,26,UH,-0.14716249078076016
2,f,u,27,UH,-0.15265137697671907
2,f,u,28,UH,-0.1572598830155079
2,f,u,29,UH,-0.16084291157753794
2,f,u,30,UH,-0.16326422973293594
2,f,u,31,UH,-0.16440185061639254
2,f,u,32,UH,-0.1641537699564908
2,f,u,33,UH,-0.16244388857683312
2,f,u,34,UH,-0.15922789807631738
2,f,u,35,UH,-0.15449884401214053
2,f,u,36,UH,-0.14829200965790418
2,f,u,37,UH,-0.14068868713580174
2,f,u,38,UH,-0.1318183294180045
2,f,u,39,UH,-0.12185852119255737
2,f,u,40,UH,-0.11103219240537995
2,f,u,41,UH,-0.0996015578318546
2,f,u,42,UH,-0.08785843732271703
2,f,u,43,UH,-0.07611092910489503
2,f,u,44,UH,-0.06466688809393242
2,f,u,45,UH,-0.05381527697154806
2,f,u,46,UH,-0.043807121891808215
2,f,u,47,UH,-0.0348383583257809
2,f,u,48,UH,-0.02703708618561166
2,f,u,49,UH,-0.020457467008586968
2,f,u,50,UH,-0.01508159389312209
2,f,u,51,UH,-0.010829249949732668
2,f,u,52,UH,-0.007573879618542206
2,f,u,53,UH,-0.005161820255103999
2,f,u,54,UH,-0.003431330727717691
2,f,u,55,UH,-0.0022283968446360973
2,f,u,56,UH,-0.0014174941963821146
2,f,u,57,UH,-8.869494852474904e-4
2,f,u,58,UH,-5.496809558964492e-4
2,f,u,59,UH,-3.401861661998315e-4
2,f,u,60,UH,-2.0323625115152224e-4
2,f,u,61,UH,0
2,f,t,0,HD,-29.099358115955862
2,f,t,1,HD,-28.115547159584825
2,f,t,2,HD,-27.133110787796934
2,f,t,3,HD,-26.155139478372792
2,f,t,4,HD,-25.183536914759703
2,f,t,5,HD,-24.219539303110377
2,f,t,6,HD,-23.264007321091675
2,f,t,7,HD,-22.317592768971508
2,f,t,8,HD,-21.380835312456476
2,f,t,9,HD,-20.454219758187577
2,f,t,10,HD,-19.538210797263993
2,f,t,11,HD,-18.633274750577105
2,f,t,12,HD,-17.73989374528169
2,f,t,13,HD,-16.858575449930623
2,f,t,14,HD,-15.989860190901569
2,f,t,15,HD,-15.134326524831438
2,f,t,16,HD,-14.292595907484085
2,f,t,17,HD,-13.465336842177194
2,f,t,18,HD,-12.653268732463793
2,f,t,19,HD,-11.857165558420084
2,f,t,20,HD,-11.077859415856802
2,f,t,21,HD,-10.316243885386246
2,f,t,22,HD,-9.573277121692556
2,f,t,23,HD,-8.84998446428044
2,f,t,24,HD,-8.147460263687863
2,f,t,25,HD,-7.466868488306113
2,f,t,26,HD,-6.809441526089878
2,f,t,27,HD,-6.176476425990578
2,f,t,28,HD,-5.5693276447611835
2,f,t,29,HD,-4.989395192087232
2,f,t,30,HD,-4.438106926582705
2,f,t,31,HD,-3.916893684441778
2,f,t,32,HD,-3.427155971670837
2,f,t,33,HD,-2.970221182177406
2,f,t,34,HD,-2.547290787862798
2,f,t,35,HD,-2.1593777519518027
2,f,t,36,HD,-1.8072355932693296
2,f,t,37,HD,-1.4912820831725517
2,f,t,38,HD,-1.2115224171963246
2,f,t,39,HD,-0.9674786854713362
2,f,t,40,HD,-0.7581342429501275
2,f,t,41,HD,-0.581902680830961
2,f,t,42,HD,-0.4366309534507096
2,f,t,43,HD,-0.31964426605665697
2,f,t,44,HD,-0.22783623315335308
2,f,t,45,HD,-0.15780168069432804
2,f,t,46,HD,-0.1060020601924696
2,f,t,47,HD,-0.06894626875495313
2,f,t,48,HD,-0.0433647295522185
2,f,t,49,HD,-0.026353816695011075
2,f,t,50,HD,-0.015472161426608212
2,f,t,51,HD,-0.008779506024222259
2,f,t,52,HD,-0.004820247422136428
2,f,t,53,HD,-0.0025641886467588733
2,f,t,54,HD,-0.0013231167527644769
2,f,t,55,HD,-6.621817807648857e-4
2,f,t,56,HD,-3.205270335426672e-4
2,f,t,57,HD,-1.4879756314404747e-4
2,f,t,58,HD,-6.48636504501137e-5
2,f,t,59,HD,-2.5089691458656737e-5
2,f,t,60,HD,-7.020719365752042e-6
2,f,t,61,HD,0
2,f,t,0,HU,-2.415150362736461
2,f,t,1,HU,-2.509701793950501
2,f,t,2,HU,-2.6014183382532963
2,f,t,3,HU,-2.6895828127611936
2,f,t,4,HU,-2.77335948902564
2,f,t,5,HU,-2.851829533660293
2,f,t,6,HU,-2.9240189110227974
2,f,t,7,HU,-2.988922772018414
2,f,t,8,HU,-3.0455284984202526
2,f,t,9,HU,-3.0928384789561076
2,f,t,10,HU,-3.1298930307575286
2,f,t,11,HU,-3.155793468294896
2,f,t,12,HU,-3.169725063743357
2,f,t,13,HU,-3.1709794838177423
2,f,t,14,HU,-3.1589761979979483
2,f,t,15,HU,-3.133282313675041
2,f,t,16,HU,-3.0936302933215347
2,f,t,17,HU,-3.0399330385466845
2,f,t,18,HU,-2.9722958783039783
2,f,t,19,HU,-2.891025066480593
2,f,t,20,HU,-2.796632470724649
2,f,t,21,HU,-2.6898362130697913
2,f,t,22,HU,-2.571557097741025
2,f,t,23,HU,-2.4429107276064665
2,f,t,24,HU,-2.3051952648493854
2,f,t,25,HU,-2.159874832570892
2,f,t,26,HU,-2.0085585840049602
2,f,t,27,HU,-1.8529754899874942
2,f,t,28,HU,-1.6949449221640696
2,f,t,29,HU,-1.5363431519204127
2,f,t,30,HU,-1.3790659595237078
2,f,t,31,HU,-1.2249876733984777
2,f,t,32,HU,-1.0759171553310387
2,f,t,33,HU,-0.9335515304328929
2,f,t,34,HU,-0.7994288398854732
2,f,t,35,HU,-0.6748812644410015
2,f,t,36,HU,-0.5609910996976186
2,f,t,37,HU,-0.4585522024544602
2,f,t,38,HU,-0.36804007740441924
2,f,t,39,HU,-0.2895940061712998
2,f,t,40,HU,-0.22301448317712294
2,f,t,41,HU,-0.16777856400475166
2,f,t,42,HU,-0.12307444628291854
2,f,t,43,HU,-0.08785468769999054
2,f,t,44,HU,-0.06090507780374642
2,f,t,45,HU,-0.04092367183059573
2,f,t,46,HU,-0.026602393605641473
2,f,t,47,HU,-0.016702525034058065
2,f,t,48,HU,-0.010115823152077251
2,f,t,49,HU,-0.0059051212713586675
2,f,t,50,HU,-0.003321767263801594
2,f,t,51,HU,-0.0018013197123609866
2,f,t,52,HU,-9.424707329383121e-4
2,f,t,53,HU,-4.762195565012742e-4
2,f,t,54,HU,-2.3243364047147226e-4
2,f,t,55,HU,-1.0936585275638784e-4
2,f,t,56,HU,-4.926306710782826e-5
2,f,t,57,HU,-2.0853111052901462e-5
2,f,t,58,HU,-7.889007825606979e-6
2,f,t,59,HU,-2.2339218388390227e-6
2,f,t,60,HU,0
2,f,t,61,HU,0
2,f,t,0,UD,-0.15404873605958416
2,f,t,1,UD,-0.1478233174765035
2,f,t,2,UD,-0.14945578692804282
2,f,t,3,UD,-0.15612281175445092
2,f,t,4,UD,-0.1661979811886421
2,f,t,5,UD,-0.17873342411411183
2,f,t,6,UD,-0.19316876651429407
2,f,t,7,UD,-0.20916542592748705
2,f,t,8,UD,-0.22651088876096967
2,f,t,9,UD,-0.24506254906334707
2,f,t,10,UD,-0.2647141854055381
2,f,t,11,UD,-0.2853755506917076
2,f,t,12,UD,-0.3069596525860984
2,f,t,13,UD,-0.3293746030193574
2,f,t,14,UD,-0.3525182188736275
2,f,t,15,UD,-0.3762743017246775
2,f,t,16,UD,-0.40050995519671895
2,f,t,17,UD,-0.4250735500272783
2,f,t,18,UD,-0.4497930966974266
2,f,t,19,UD,-0.47447487834275354
2,f,t,20,UD,-0.49890225937467914
2,f,t,21,UD,-0.5228346343356486
2,f,t,22,UD,-0.5460065276402787
2,f,t,23,UD,-0.5681269051427582
2,f,t,24,UD,-0.588878817662403
2,f,t,25,UD,-0.6079195674429222
2,f,t,26,UD,-0.6248816716156338
2,f,t,27,UD,-0.6393749899444348
2,f,t,28,UD,-0.6509904816238652
2,f,t,29,UD,-0.6593061469303648
2,f,t,30,UD,-0.6638957770546825
2,f,t,31,UD,-0.6643411549605903
2,f,t,32,UD,-0.6602482891461247
2,f,t,33,UD,-0.6512680813061718
2,f,t,34,UD,-0.6371214854012544
2,f,t,35,UD,-0.6176286711932929
2,f,t,36,UD,-0.5927409388893256
2,f,t,37,UD,-0.5625731581717826
2,f,t,38,UD,-0.5274333989927245
2,f,t,39,UD,-0.48784534023074094
2,f,t,40,UD,-0.44455823992188215
2,f,t,41,UD,-0.3985390698057142
2,f,t,42,UD,-0.3509422389700911
2,f,t,43,UD,-0.3030544738765272
2,f,t,44,UD,-0.2562159824173395
2,f,t,45,UD,-0.2117237080127357
2,f,t,46,UD,-0.1707274517411313
2,f,t,47,UD,-0.13413358428436314
2,f,t,48,UD,-0.10253244373372372
2,f,t,49,UD,-0.07616310379137957
2,f,t,50,UD,-0.054922775979719576
2,f,t,51,UD,-0.03841891913699189
2,f,t,52,UD,-0.02605276969504661
2,f,t,53,UD,-0.01711657502322596
2,f,t,54,UD,-0.010885546825769024
2,f,t,55,UD,-0.006689681544895273
2,f,t,56,UD,-0.0039581662511940065
2,f,t,57,UD,-0.0022369815053049887
2,f,t,58,UD,-0.0011858438442155779
2,f,t,59,UD,-5.627094866131311e-4
2,f,t,60,UD,-2.0323625115152224e-4
2,f,t,61,UD,0
2,f,t,0,UH,0.013942735876372826
2,f,t,1,UH,0.0144885841401044
2,f,t,2,UH,0.01584876484459272
2,f,t,3,UH,0.017894535261125374
2,f,t,4,UH,0.020567742032115005
2,f,t,5,UH,0.02385455732226434
2,f,t,6,UH,0.027769392731174646
2,f,t,7,UH,0.03234466234728764
2,f,t,8,UH,0.03762387910498099
2,f,t,9,UH,0.043656600203860065
2,f,t,10,UH,0.05049433438781177
2,f,t,11,UH,0.05818687695102515
2,f,t,12,UH,0.06677875360447656
2,f,t,13,UH,0.07630559166494778
2,f,t,14,UH,0.08679033053360295
2,f,t,15,UH,0.09823925268005945
2,f,t,16,UH,0.11063787253766598
2,f,t,17,UH,0.12394677010882402
2,f,t,18,UH,0.13809750192914588
2,f,t,19,UH,0.1529887656720746
2,f,t,20,UH,0.16848303609228682
2,f,t,21,UH,0.18440392820699644
2,f,t,22,UH,0.2005345767558799
2,f,t,23,UH,0.216617346429289
2,f,t,24,UH,0.23235520167526835
2,f,t,25,UH,0.24741506380516792
2,f,t,26,UH,0.2614334614386334
2,f,t,27,UH,0.27402473199723465
2,f,t,28,UH,0.2847919501524813
2,f,t,29,UH,0.29334063665213816
2,f,t,30,UH,0.29929513094683435
2,f,t,31,UH,0.30231728835236094
2,f,t,32,UH,0.3021268856798345
2,f,t,33,UH,0.2985227935736625
2,f,t,34,UH,0.29140361487350247
2,f,t,35,UH,0.2807861265262254
2,f,t,36,UH,0.2668195469336192
2,f,t,37,UH,0.24979345087028734
2,f,t,38,UH,0.23013715857862366
2,f,t,39,UH,0.20840873202105642
2,f,t,40,UH,0.1852724073586181
2,f,t,41,UH,0.16146442603789055
2,f,t,42,UH,0.13774876537777803
2,f,t,43,UH,0.11486606234529824
2,f,t,44,UH,0.09348077841437018
2,f,t,45,UH,0.07413294964300765
2,f,t,46,UH,0.05720123352834309
2,f,t,47,UH,0.04288302081463334
2,f,t,48,UH,0.03119501302323298
2,f,t,49,UH,0.0219941837351129
2,f,t,50,UH,0.015015206654365775
2,f,t,51,UH,0.00991729846069522
2,f,t,52,UH,0.006331971879133954
2,f,t,53,UH,0.0039039120858708745
2,f,t,54,UH,0.0023198005440066456
2,f,t,55,UH,0.0013234472629285298
2,f,t,56,UH,7.188253280346793e-4
2,f,t,57,UH,3.645959085445935e-4
2,f,t,58,UH,0.00016419815791772257
2,f,t,59,UH,5.4999198538342355e-5
2,f,t,60,UH,0
2,f,t,61,UH,0
2,m,h,0,init,7.801989596116009
2,m,u,0,init,-1.76844124940154
2,m,t,0,init,6.033548346714468
2,m,h,0,HD,-24.69150437757903
2,m,h,1,HD,-23.724935702999314
2,m,h,2,HD,-22.757409040120002
2,m,h,3,HD,-21.79385614331879
2,m,h,4,HD,-20.83705894562268
2,m,h,5,HD,-19.888790524728485
2,m,h,6,HD,-18.95035789240806
2,m,h,7,HD,-18.022863841558262
2,m,h,8,HD,-17.10733488014974
2,m,h,9,HD,-16.204784325121977
2,m,h,10,HD,-15.316243412982693
2,m,h,11,HD,-14.442776224963012
2,m,h,12,HD,-13.585486080012053
2,m,h,13,HD,-12.745517107817909
2,m,h,14,HD,-11.924052780905704
2,m,h,15,HD,-11.122312223531702
2,m,h,16,HD,-10.34154463089574
2,m,h,17,HD,-9.583021886686176
2,m,h,18,HD,-8.848029344538668
2,m,h,19,HD,-8.137854683703383
2,m,h,20,HD,-7.4537747345534555
2,m,h,21,HD,-6.797040183700176
2,m,h,22,HD,-6.1688581069656765
2,m,h,23,HD,-5.570372340500679
2,m,h,24,HD,-5.00264178668932
2,m,h,25,HD,-4.466616863183238
2,m,h,26,HD,-3.9631144407473236
2,m,h,27,HD,-3.4927917772417643
2,m,h,28,HD,-3.05612013714922
2,m,h,29,HD,-2.6533589813191867
2,m,h,30,HD,-2.2845318085774577
2,m,h,31,HD,-1.9494049132804487
2,m,h,32,HD,-1.6474704695652675
2,m,h,33,HD,-1.3779354382770403
2,m,h,34,HD,-1.1397177876483007
2,m,h,35,HD,-0.9314513946978535
2,m,h,36,HD,-0.7515007255869861
2,m,h,37,HD,-0.5979859633493088
2,m,h,38,HD,-0.4688186591965079
2,m,h,39,HD,-0.36174724915308065
2,m,h,40,HD,-0.2744109477242481
2,m,h,41,HD,-0.2043996797565359
2,m,h,42,HD,-0.1493169412135017
2,m,h,43,HD,-0.10684190583598065
2,m,h,44,HD,-0.07478683347417839
2,m,h,45,HD,-0.05114597987940636
2,m,h,46,HD,-0.03413280130343495
2,m,h,47,HD,-0.022203265065178415
2,m,h,48,HD,-0.014064413626914716
2,m,h,49,HD,-0.008668805317347712
2,m,h,50,HD,-0.0051968439099199315
2,m,h,51,HD,-0.0030300848204479367
2,m,h,52,HD,-0.0017191925548977337
2,m,h,53,HD,-9.502445648710217e-4
2,m,h,54,HD,-5.125730494748824e-4
2,m,h,55,HD,-2.7045931358098184e-4
2,m,h,56,HD,-1.3996104264577593e-4
2,m,h,57,HD,-7.118043635809208e-5
2,m,h,58,HD,-3.5533623048323796e-5
2,m,h,59,HD,-1.712772407363566e-5
2,m,h,60,HD,-7.14787629820105e-6
2,m,h,61,HD,0
2,m,h,0,HU,-7.780056720250016
2,m,h,1,HU,-7.774142120985633
2,m,h,2,HU,-7.749721929779018
2,m,h,3,HU,-7.7073868966736105
