case,expectancy,age,transition,s,delta,cc
2,u,50,init,-2.080238056807511,0.003810017826877843,-0.00792574408058634
2,t,50,init,4.527236614903282,0.003810017826877843,0.017248852209275606
2,h,50,HD,-25.05346222548863,0.00387425197744104,-0.09706342556884372
2,h,51,HD,-24.082896486814374,0.00374294806305214,-0.09014103075800706
2,h,52,HD,-23.113245152458177,0.003584797439109489,-0.08285630203204189
2,h,53,HD,-22.14861628578817,0.00339706529977557,-0.07524029582249506
2,h,54,HD,-21.191496994169835,0.0031767898592079107,-0.06732093275251365
2,h,55,HD,-20.243537583206983,0.00292076753898143,-0.05912666744718155
2,h,56,HD,-19.30596064214524,0.002625537855598931,-0.050688530504655376
2,h,57,HD,-18.379777380869267,0.00228736815765972,-0.042041317525874734
2,h,58,HD,-17.46590354828797,0.00190223840443738,-0.03322431249775248
2,h,59,HD,-16.565222287036722,0.0014658262278698497,-0.024281737298832602
2,h,60,HD,-15.678618501087355,9.734925795254496e-4,-0.015263018768018968
2,h,61,HD,-14.806997626054164,4.202683343453809e-4,-0.006222912228957793
2,h,62,HD,-13.951295619176925,-1.991576946300897e-4,0.0027785078726181465
2,h,63,HD,-13.112483789954776,-8.904487801660588e-4,0.01167599519571245
2,h,64,HD,-12.291570388106638,-0.0016596276813442296,0.020399430463292813
2,h,65,HD,-11.489599943560833,-0.002513080629831691,0.028874291062678022
2,h,66,HD,-10.707650846065599,-0.003457556963348693,0.037022312743920635
2,h,67,HD,-9.946831367470702,-0.0045001632996088115,0.04476236546728938
2,h,68,HD,-9.208274166355123,-0.0056483509540781705,0.05201156417294533
2,h,69,HD,-8.493129218881604,-0.0069098950923676995,0.05868663190839471
2,h,70,HD,-7.80255506354595,-0.008292863872820189,0.06470552700217044
2,h,71,HD,-7.137708216862643,-0.00980557557783223,0.06998933737296077
2,h,72,HD,-6.499730605915238,-0.011456541456149199,0.07446443314046967
2,h,73,HD,-5.889734870715968,-0.013254391707387538,0.07806485302912894
2,h,74,HD,-5.308787416003299,-0.015207781741844298,0.08073488033642774
2,h,75,HD,-4.757889141878979,-0.0173252755545065,0.08243174044084779
2,h,76,HD,-4.237953860106867,-0.019615202778268292,0.08312832433094104
2,h,77,HD,-3.7497845129689225,-0.02208548575018785,0.08281581242745023
2,h,78,HD,-3.2940474589257223,-0.02474343276653953,0.08150604182971899
2,h,79,HD,-2.8712452771390904,-0.02759549365748314,0.07923343083437019
2,h,80,HD,-2.481688771515136,-0.030646973932014248,0.07605625108799684
2,h,81,HD,-2.1254691200503184,-0.03390170409362875,0.07205702516809137
2,h,82,HD,-1.8024314060014035,-0.0373616613871661,0.06734183186461815
2,h,83,HD,-1.5121510640544344,-0.041026542304198124,0.06203832959976746
2,h,84,HD,-1.2539150468824325,-0.04489328576087019,0.056292366519547984
2,h,85,HD,-1.0267097232470233,-0.048955549095150694,0.05026313826288823
2,h,86,HD,-0.8292176051786776,-0.05320314204580699,0.04411698203520508
2,h,87,HD,-0.6598249083755849,-0.057621427808183245,0.03802005332400489
2,h,88,HD,-0.5166416162219455,-0.062190705230363866,0.03213030646419779
2,h,89,HD,-0.3975350947565605,-0.06688559229484942,0.026589370270781638
2,h,90,HD,-0.3001773722208003,-0.07167443822680818,0.021515044522325357
2,h,91,HD,-0.22210497759745046,-0.07651879975872403,0.016995206306195196
2,h,92,HD,-0.16078881685523508,-0.08137302595846937,0.013083872567792622
2,h,93,HD,-0.11371011643970312,-0.08618400503552673,0.009799993247829705
2,h,94,HD,-0.07843721256050382,-0.09089113479058912,0.0071292472594348425
2,h,95,HD,-0.052697184257559725,-0.09542658458037824,0.0050287123107018
2,h,96,HD,-0.034436276780948766,-0.09971591910450868,0.0034338449897495576
2,h,97,HD,-0.021863909906989193,-0.1036791508323544,0.0022668316130317404
2,h,98,HD,-0.013476817723000573,-0.10723227601551005,0.0014451498378835151
2,h,99,HD,-0.008062308099877256,-0.11028932647605419,8.891865301778988e-4
2,h,100,HD,-0.004682334661192183,-0.11276493364879536,5.280031573907912e-4
2,h,101,HD,-0.0026424852602897598,-0.11457735173122069,3.0276896311278606e-4
2,h,102,HD,-0.0014515755262226736,-0.11565182431621521,1.6787735774042228e-4
2,h,103,HD,-7.779586592242679e-4,-0.11592410761395805,9.018416333112455e-5
2,h,104,HD,-4.079108561288239e-4,-0.11534389123499486,4.70500254228967e-5
2,h,105,HD,-2.0984513666493223e-4,-0.1138777966320402,2.3896701797351836e-5
2,h,106,HD,-1.061735012456359e-4,-0.11151159935366975,1.1839576932879706e-5
2,h,107,HD,-5.291177217587871e-5,-0.10825133132941861,5.727769781037759e-6
2,h,108,HD,-2.5953843239736226e-5,-0.10412298811332393,2.702391711146128e-6
2,h,109,HD,-1.2411749036756304e-5,-0.09917070023502933,1.2308818431165736e-6
2,h,110,HD,-5.3416823846947064e-6,-0.09345342100506054,4.991984927721901e-7
2,h,50,HU,-6.651936117735644,-0.0023975583854075797,0.015948405218272635
2,h,51,HU,-6.69198418786134,-0.0025464802532163596,0.01704100558922502
2,h,52,HU,-6.717441330858246,-0.0026986491692760697,0.018128017467181342
2,h,53,HU,-6.728218864998709,-0.0028530082062204103,0.019195663635088293
2,h,54,HU,-6.723925062693918,-0.00300824018584606,0.020227181580213333
2,h,55,HU,-6.704038486630786,-0.0031627255065065,0.02120303351826842
2,h,56,HU,-6.668009679378524,-0.0033144943080621993,0.02210108012840377
2,h,57,HU,-6.615324516957239,-0.0034611723457061505,0.022896778275964293
2,h,58,HU,-6.545546599356548,-0.0035999199002767993,0.02356344346121277
2,h,59,HU,-6.4583477705623,-0.003727363013389319,0.024072606607599287
2,h,60,HU,-6.35353150304177,-0.0038395163039031694,0.024394487793291286
2,h,61,HU,-6.231051562667098,-0.00393169660191048,0.024498604255267214
2,h,62,HU,-6.091027126010507,-0.00399842663279331,0.024354525081706907
2,h,63,HU,-5.933754853158647,-0.0040333280036738695,0.0239327796161805
2,h,64,HU,-5.759718062930832,-0.00402900279634681,0.023205920181717556
2,h,65,HU,-5.569592973381114,-0.003976903165372071,0.022149731925673394
2,h,66,HU,-5.364251882550845,-0.0038671884910216996,0.020744573143142115
2,h,67,HU,-5.144763130474834,-0.0036885698611159173,0.01897681822564985
2,h,68,HU,-4.912387679682796,-0.00342814197429462,0.016840362398728347
2,h,69,HU,-4.668572164367501,-0.0030712029953933184,0.014338132815415338
2,h,70,HU,-4.414938280479422,-0.0026010634820811014,0.011483534736996957
2,h,71,HU,-4.153268416501418,-0.0019988462775051598,0.008301745113803608
2,h,72,HU,-3.885487456463014,-0.0012432802696569004,0.00483074989261984
2,h,73,HU,-3.6136407238796857,-3.104922047004119e-4,0.001122007275352596
2,h,74,HU,-3.3398680805585768,8.261976344240765e-4,-0.002759391107445977
2,h,75,HU,-3.0663742519942123,0.00219646804815795,-0.006735193068199521
2,h,76,HU,-2.795395527106391,0.003833167510777502,-0.010715219314276969
2,h,77,HU,-2.529163080982411,0.005772449374235655,-0.01459946584415684
2,h,78,HU,-2.2698633019745764,0.008053854700854124,-0.018281149224904206
2,h,79,HU,-2.019595675147075,0.010720321463940814,-0.021650714864761226
2,h,80,HU,-1.7803289867254368,0.01381809390749257,-0.02460075312480318
2,h,81,HU,-1.5538568689846393,0.01739650025947663,-0.027031671424480822
2,h,82,HU,-1.3417539958145783,0.021507560842000173,-0.02885785569997889
2,h,83,HU,-1.1453345511829225,0.026205382116289172,-0.030013929564737044
2,h,84,HU,-0.9656148998378711,0.03154528569194007,-0.030460597883779736
2,h,85,HU,-0.8032826528049177,0.03758261537585082,-0.030189462978460337
2,h,86,HU,-0.6586744871459106,0.04437116076594512,-0.02922615156157765
2,h,87,HU,-0.5317650866334892,0.05196113388191173,-0.027631116860289122
2,h,88,HU,-0.4221693490912488,0.06039663745922784,-0.025497609123462352
2,h,89,HU,-0.3291594948383325,0.06971257187628377,-0.022946554942678513
2,h,90,HU,-0.25169786874510436,0.07993094479293653,-0.02011844845116472
2,h,91,HU,-0.18848505773705948,0.09105657644853726,-0.017162804069241516
2,h,92,HU,-0.1380215106330464,0.10307223746331712,-0.014226185919015108
2,h,93,HU,-0.0986792899108376,0.1159333180876436,-0.011440217505895935
2,h,94,HU,-0.06877912584550937,0.12956221063212825,-0.00891117558988954
2,h,95,HU,-0.04666686010147113,0.14384269114191064,-0.006712686744138665
2,h,96,HU,-0.030782943884315385,0.1586147101754294,-0.0048826277225571925
2,h,97,HU,-0.019719114627631734,0.17367013916550803,-0.003424621381601408
2,h,98,HU,-0.012257784382021757,0.18875015522994062,-0.0023136587048817486
2,h,99,HU,-0.007391886668444358,0.2035450623390848,-0.0015045820327319567
2,h,100,HU,-0.0043255724479748115,0.21769741035991722,-9.416659202483242e-4
2,h,101,HU,-0.0024586831863750848,0.23080924745998693,-5.674868159897561e-4
2,h,102,HU,-0.0013598022162678361,0.24245418298398486,-3.296897353650301e-4
2,h,103,HU,-7.334948038473113e-4,0.2521946077109106,-1.8498343431426402e-4
2,h,104,HU,-3.869931918817965e-4,0.25960389228441066,-1.0046493890008217e-4
2,h,105,HU,-2.003031883102413e-4,0.264292670047147,-5.293866445747016e-5
2,h,106,HU,-1.0198036340800164e-4,0.26593746363155973,-2.712039918494868e-5
2,h,107,HU,-5.1170319495497915e-5,0.2643090527192395,-1.3524778673195887e-5
2,h,108,HU,-2.5306345628881135e-5,0.259297281412563,-6.5618666240555745e-6
2,h,109,HU,-1.2233680472822009e-5,0.2509286847044793,-3.0697813501400994e-6
2,h,110,HU,-5.3416823846947064e-6,0.23937358241132384,-1.2786576485278352e-6
2,h,50,UD,-0.1542148141179705,-0.07591026313934701,0.011706487119680628
2,h,51,UD,-0.14574531980774177,-0.07717933817792538,0.01124852732529159
2,h,52,UD,-0.144477406342602,-0.07841367020692172,0.011329003693300215
2,h,53,UD,-0.14711786023280604,-0.07960995171691304,0.01171204574982925
2,h,54,UD,-0.15188391047650585,-0.08076475491560423,0.012266866805258568
2,h,55,UD,-0.15778474017021665,-0.08187452859415001,0.012918551220786932
2,h,56,UD,-0.16424872202581903,-0.08293559507019777,0.0136220655007308
2,h,57,UD,-0.17092771868747858,-0.08394414723620383,0.014348381584250131
2,h,58,UD,-0.17759327133856273,-0.0848962457438536,0.015077002006013494
2,h,59,UD,-0.18408110248374684,-0.08578781635781757,0.01579191581482027
2,h,60,UD,-0.1902613631866779,-0.08661464751459512,0.016479420908060472
2,h,61,UD,-0.19602279343766524,-0.08737238812485576,0.017126979589554114
2,h,62,UD,-0.20126452020220947,-0.0880565456604687,0.01772265841301818
2,h,63,UD,-0.2058921247371651,-0.08866248457034123,0.01825490733266367
2,h,64,UD,-0.2098161476461217,-0.08918542507225463,0.0187125423148423
2,h,65,UD,-0.2129520200424586,-0.08962044237111018,0.019084854240026664
2,h,66,UD,-0.2152208496582384,-0.08996246635738425,0.019361798446786926
2,h,67,UD,-0.21655072822163796,-0.09020628184315978,0.019534236023302568
2,h,68,UD,-0.2168783541744584,-0.09034652939686574,0.019594206600966564
2,h,69,UD,-0.21615083263645318,-0.09037770684185034,0.019535216585639222
2,h,70,UD,-0.21432754936107035,-0.09029417148818089,0.01935252849665004
2,h,71,UD,-0.21138203198799124,-0.09009014317164234,0.01904343752571081
2,h,72,UD,-0.2073037183594845,-0.08975970817888732,0.01860752126434557
2,h,73,UD,-0.20209955268826765,-0.08929682414315243,0.018046848215814006
2,h,74,UD,-0.19579532872386227,-0.08869532600101664,0.01736613051063918
2,h,75,UD,-0.18843669657260106,-0.08794893310750705,0.016572806421863293
2,h,76,UD,-0.18008974784199236,-0.08705125761461822,0.015677039033144914
2,h,77,UD,-0.17084109351264426,-0.08599581422726471,0.014691618940096114
2,h,78,UD,-0.16079735162909384,-0.08477603146108756,0.013631761340567618
2,h,79,UD,-0.15008396890652545,-0.08338526453873918,0.01251479145029453
2,h,80,UD,-0.13884331318091236,-0.08181681007563812,0.01135971698479505
2,h,81,UD,-0.12723199388391326,-0.08006392272314805,0.010186692526233677
2,h,82,UD,-0.11541739694293851,-0.07811983395714453,0.009016387884948197
2,h,83,UD,-0.10357345991813363,-0.07597777322342067,0.007869280849625007
2,h,84,UD,-0.09187576331969108,-0.07363099167876294,0.006764903564472167
2,h,85,UD,-0.08049607422543119,-0.07107278879804144,0.005721080482495537
2,h,86,UD,-0.06959654607322156,-0.06829654215338038,0.004753203442619456
2,h,87,UD,-0.05932384899613467,-0.06529574071103175,0.003873594662032011
2,h,88,UD,-0.0498035706702486,-0.06206402203407338,0.0030910099074538395
2,h,89,UD,-0.04113527790860599,-0.058595213822748043,0.0024103304047129316
2,h,90,UD,-0.0333886515397134,-0.05488338026625167,0.0018324820590314597
2,h,91,UD,-0.026601088242607766,-0.050922873715684575,0.001354603857278097
2,h,92,UD,-0.02077709182927611,-0.046708392211388616,9.704645541738664e-4
2,h,93,UD,-0.015889647493338717,-0.042235043400442984,6.710999514989008e-4
2,h,94,UD,-0.011883589918674596,-0.03749841535053272,4.456157906258634e-4
2,h,95,UD,-0.008680756771631593,-0.03249465469101209,2.820781937508335e-4
2,h,96,UD,-0.006186493471833304,-0.02722055237475074,1.68399769566092e-4
2,h,97,UD,-0.0042968841943808915,-0.02167363713797449,9.312910885290928e-5
2,h,98,UD,-0.0029059713367488526,-0.015852276423113154,4.6066260907786453e-5
2,h,99,UD,-0.0019122255237276964,-0.009755784108486598,1.8655259376225122e-5
2,h,100,UD,-0.0012236530933747622,-0.0033845338533289304,4.141495319257549e-6
2,h,101,UD,-7.611598556697367e-4,0.003259923774637241,-2.481323109797226e-6
2,h,102,UD,-4.6008053702166664e-4,0.010174742941087833,-4.681201196393102e-6
2,h,103,UD,-2.7006611586730226e-4,0.017355666251970436,-4.6871773729588755e-6
2,h,104,UD,-1.5373174390873428e-4,0.024796914505512746,-3.8120729104882638e-6
2,h,105,UD,-8.456531705473909e-5,0.03249108698357733,-2.7476190722193234e-6
2,h,106,UD,-4.457672537272319e-5,0.04042907698863768,-1.8021958619951845e-6
2,h,107,UD,-2.2060753740241522e-5,0.048600007110354726,-1.0721527886355226e-6
2,h,108,UD,-9.702983999524255e-6,0.056991187945768185,-5.529845847516683e-7
2,h,109,UD,-3.1331367312814666e-6,0.06558810266316473,-2.054964935890212e-7
2,h,110,UD,0,0.07437441796079969,0
2,h,50,UH,0.05574684870778256,-0.022470482755785504,-0.0012526586025776115
2,h,51,UH,0.05608247335402404,-0.02160691990325092,-0.0012117695097366014
2,h,52,UH,0.059193102778067455,-0.020755565796054642,-0.0012285863393828038
2,h,53,UH,0.06419037950747793,-0.019917807667153176,-0.001278531633111516
2,h,54,UH,0.07058931775905489,-0.019094919984545267,-0.0013478973743727932
2,h,55,UH,0.07812659561177276,-0.018288070135689505,-0.0014287846600107522
2,h,56,UH,0.08666057270837428,-0.017498324573812396,-0.0015164148290036014
2,h,57,UH,0.09611516499245353,-0.016726655369043275,-0.001607685240567503
2,h,58,UH,0.10644753085589219,-0.015973947111404097,-0.0017003872280315774
2,h,59,UH,0.11762882539905782,-0.015241004116412465,-0.0017927814121158033
2,h,60,UH,0.1296322023667538,-0.014528557887205473,-0.001883368956131317
2,h,61,UH,0.1424248851777096,-0.01383727478958352,-0.0019707722730788486
2,h,62,UH,0.15596256707018732,-0.013167763897962176,-0.0020536782601003173
2,h,63,UH,0.17018519645227756,-0.0125205849707698,-0.002130818212947892
2,h,64,UH,0.18501365238066725,-0.011896256513113934,-0.0022009698671485102
2,h,65,UH,0.20034707399335802,-0.011295263882302009,-0.002262973068802065
2,h,66,UH,0.21606076129190946,-0.010718067387802621,-0.002315753799386622
2,h,67,UH,0.23200465871120812,-0.010165110331135513,-0.0023583529531368704
2,h,68,UH,0.24800249223106513,-0.0096368269226568,-0.002389957094018312
2,h,69,UH,0.26385166861619974,-0.009133650000835714,-0.0024099287932768574
2,h,70,UH,0.2793240684617748,-0.008656018465011461,-0.0024178342943272486
2,h,71,UH,0.29416787605009015,-0.008204384314242058,-0.0024134663080192615
2,h,72,UH,0.3081105893048601,-0.0077792191622483575,-0.0023968598004120018
2,h,73,UH,0.32086334165364533,-0.007381020071069333,-0.002368298764815933
2,h,74,UH,0.3321266427502461,-0.007010314513372418,-0.0023283122239497064
2,h,75,UH,0.3415976045829744,-0.006667664234946302,-0.0022776581308212272
2,h,76,UH,0.3489786610903432,-0.0063536677443995215,-0.002217294462453446
2,h,77,UH,0.35398771077093316,-0.006068961106356852,-0.0021483376487970917
2,h,78,UH,0.35636951132313993,-0.005814216657657634,-0.002072009549016311
2,h,79,UH,0.35590803283833217,-0.005590139203896616,-0.001989575447351285
2,h,80,UH,0.3524393334629166,-0.005397459187470838,-0.0019022769184255175
2,h,81,UH,0.3458643639679691,-0.005236922250467346,-0.001811264783307594
2,h,82,UH,0.33616094496993404,-0.005109274549918913,-0.0017175385608115762
2,h,83,UH,0.3233940078137927,-0.005015243124625632,-0.0016218995742332517
2,h,84,UH,0.3077230688396383,-0.004955510569571497,-0.001524924920135805
2,h,85,UH,0.2894058446733335,-0.004930683256446244,-0.0014269685526484882
2,h,86,UH,0.26879694601982296,-0.004941252360801521,-0.0013281935440966892
2,h,87,UH,0.2463407435034066,-0.004987547035633436,-0.001228636045016152
2,h,88,UH,0.22255781141772848,-0.005069679229661478,-0.0011282967139433742
2,h,89,UH,0.19802484091728698,-0.005187479912365345,-0.0010272498844077693
2,h,90,UH,0.17334856651392666,-0.00534042686654615,-9.257553418882361e-4
2,h,91,UH,0.14913502691550526,-0.005527564774236493,-8.243535213829582e-4
2,h,92,UH,0.125956297721485,-0.005747419083312791,-7.239236291878903e-4
2,h,93,UH,0.10431755888906076,-0.005997906123902323,-6.256869252912388e-4
2,h,94,UH,0.08462783060789858,-0.006276243155337563,-5.311448426038902e-4
2,h,95,UH,0.06717775883202087,-0.006578863451240639,-4.4195330231624016e-4
2,h,96,UH,0.05212732777777265,-0.006901343119724845,-3.597485749087731e-4
2,h,97,UH,0.03950528648871311,-0.007238348001798976,-2.8595301151607263e-4
2,h,98,UH,0.029220505189465507,-0.007583610519063609,-2.215969305271834e-4
2,h,99,UH,0.021083685116824243,-0.007929947495853788,-1.671925159955302e-4
2,h,100,UH,0.014836212778386499,-0.008269330421384814,-1.226855456664496e-4
2,h,101,UH,0.010181881517548265,-0.008593018934874838,-8.74931006729444e-5
2,h,102,UH,0.00681699869179429,-0.00889176607279284,-6.061515768596964e-5
2,h,103,UH,0.0044551263268671456,-0.009156099620370388,-4.0791580470130394e-5
2,h,104,UH,0.0028441578163895887,-0.009376677527114137,-2.666875068050627e-5
2,h,105,UH,0.0017751828030177315,-0.009544706850407612,-1.694359946068913e-5
2,h,106,UH,0.0010841405241316352,-0.00965240561135285,-1.0464564078623214e-5
2,h,107,UH,6.482265237048051e-4,-0.00969347638465877,-6.283568499441976e-6
2,h,108,UH,3.792246683338217e-4,-0.009663551091518702,-3.6646569576081204e-6
2,h,109,UH,2.152530059281133e-4,-0.00956056045279471,-2.0579393758215055e-6
2,h,110,UH,1.095699451679152e-4,-0.00938498109698125,-1.0283118641981562e-6
2,u,50,HD,-2.1305148209489864,0.00387425197744104,-0.008254151258029054
2,u,51,HD,-2.122223229953563,0.00374294806305214,-0.007943371327918945
2,u,52,HD,-2.112203870757341,0.003584797439109489,-0.007571823026768066
2,u,53,HD,-2.100613094488689,0.00339706529977557,-0.007135919851541706
2,u,54,HD,-2.0874795593491107,0.0031767898592079107,-0.006631483895444053
2,u,55,HD,-2.072759016462785,0.00292076753898143,-0.006054047251415578
2,u,56,HD,-2.0563637609990666,0.002625537855598931,-0.005399060899384842
2,u,57,HD,-2.038178843605127,0.00228736815765972,-0.004662065386478078
2,u,58,HD,-2.0180713340760663,0.00190223840443738,-0.003838852794573671
2,u,59,HD,-1.9958959649408061,0.0014658262278698497,-0.0029256366535098353
2,u,60,HD,-1.971498948595204,9.734925795254496e-4,-0.0019192395969996568
2,u,61,HD,-1.9447209578067435,4.202683343453809e-4,-8.173046377039939e-4
2,u,62,HD,-1.9153998331215025,-1.991576946300897e-4,3.81466615059337e-4
2,u,63,HD,-1.8833733516605344,-8.904487801660588e-4,0.0016770475035833845
2,u,64,HD,-1.848482266505353,-0.0016596276813442296,0.0030677923379662055
2,u,65,HD,-1.81057375502482,-0.002513080629831691,0.004550117832634505
2,u,66,HD,-1.7695053714991382,-0.003457556963348693,0.006118165618909761
2,u,67,HD,-1.7251495694457128,-0.0045001632996088115,0.00776345477875554
2,u,68,HD,-1.6773988334784984,-0.0056483509540781705,0.009474537301447887
2,u,69,HD,-1.6261714338701487,-0.0069098950923676995,0.011236674010247886
2,u,70,HD,-1.5714177854488938,-0.008292863872820189,0.013031553782056237
2,u,71,HD,-1.5131273531911866,-0.00980557557783223,0.014837084620601423
2,u,72,HD,-1.451335997624226,-0.011456541456149199,0.0166272910235836
2,u,73,HD,-1.3861335922752716,-0.013254391707387538,0.01837235759078466
2,u,74,HD,-1.317671672016737,-0.015207781741844298,0.02003886319544158
2,u,75,HD,-1.2461707855183266,-0.0173252755545065,0.02159025224708083
2,u,76,HD,-1.1719271290672446,-0.019615202778268292,0.0229875882780078
2,u,77,HD,-1.0953179370483865,-0.02208548575018785,0.024190628690607296
2,u,78,HD,-1.016805003814611,-0.02474343276653953,0.025159246248567798
2,u,79,HD,-0.936935623855895,-0.02759549365748314,0.025855201065585358
2,u,80,HD,-0.8563401779371255,-0.030646973932014248,0.026244235110175526
2,u,81,HD,-0.7757255827301285,-0.03390170409362875,0.026298419163574543
2,u,82,HD,-0.69586388495103,-0.0373616613871661,0.025998630841098293
2,u,83,HD,-0.6175754447619064,-0.041026542304198124,0.025336985110558326
2,u,84,HD,-0.5417064422441128,-0.04489328576087019,0.02431898211016928
2,u,85,HD,-0.469100872692081,-0.048955549095150694,0.022965090803655205
2,u,86,HD,-0.40056777339212146,-0.05320314204580699,0.021311464146753663
2,u,87,HD,-0.3368451233332237,-0.057621427808183245,0.019409496956683932
2,u,88,HD,-0.27856261999550935,-0.062190705230363866,0.017324005788338585
2,u,89,HD,-0.22620626452605044,-0.06688559229484942,0.015129939983630268
2,u,90,HD,-0.1800882379332905,-0.07167443822680818,0.012907723285124365
2,u,91,HD,-0.14032575819001208,-0.07651879975872403,0.010737558591932662
2,u,92,HD,-0.10683230455017825,-0.08137302595846937,0.00869326789136476
2,u,93,HD,-0.07932366193829803,-0.08618400503552673,0.006836430879926697
2,u,94,HD,-0.05733966077599168,-0.09089113479058912,0.0052116668364373155
2,u,95,HD,-0.04028040909026747,-0.09542658458037824,0.0038438218649846454
2,u,96,HD,-0.027453558094950415,-0.09971591910450868,0.002737556778127005
2,u,97,HD,-0.018127183115999104,-0.1036791508323544,0.0018794109524493793
2,u,98,HD,-0.011581719828063821,-0.10723227601551005,0.0012419341773372452
2,u,99,HD,-0.007154478325088583,-0.11028932647605419,7.890625957615482e-4
2,u,100,HD,-0.004271684130452032,-0.11276493364879536,4.8169617753903555e-4
2,u,101,HD,-0.0024654903001941125,-0.11457735173122069,2.824893493152537e-4
2,u,102,HD,-0.0013763304986701313,-0.11565182431621521,1.591751330332469e-4
2,u,103,HD,-7.435363399903191e-4,-0.11592410761395805,8.619378669192626e-5
2,u,104,HD,-3.88653050556827e-4,-0.11534389123499486,4.4828755191575614e-5
2,u,105,HD,-1.9607917566004813e-4,-0.1138777966320402,2.2329064489593047e-5
2,u,106,HD,-9.473117927200044e-5,-0.11151159935366975,1.0563625309279978e-5
2,u,107,HD,-4.293444705019736e-5,-0.10825133132941861,4.6477110530762945e-6
2,u,108,HD,-1.7271726431329584e-5,-0.10412298811332393,1.798383765905913e-6
2,u,109,HD,-5.095311733279776e-6,-0.09917070023502933,5.053056325051164e-7
2,u,110,HD,0,-0.09345342100506054,-0
2,u,50,HU,2.084179526322233,-0.0023975583854075797,-0.0049969421000286675
2,u,51,HU,2.087767321217864,-0.0025464802532163596,-0.005316458256791706
2,u,52,HU,2.0878885133672744,-0.0026986491692760697,-0.005634478602139644
2,u,53,HU,2.0845936931618327,-0.0028530082062204103,-0.005947362913226021
2,u,54,HU,2.07782674628484,-0.00300824018584606,-0.006250601917399822
2,u,55,HU,2.0674789251971313,-0.0031627255065065,-0.006538868330885611
2,u,56,HU,2.0534195043004093,-0.0033144943080621993,-0.006806047259067609
2,u,57,HU,2.035514036704809,-0.0034611723457061505,-0.007045264893139379
2,u,58,HU,2.0136359524106022,-0.0035999199002767993,-0.007248928136995753
2,u,59,HU,1.9876745148953419,-0.003727363013389319,-0.007408784469477455
2,u,60,HU,1.9575407297728002,-0.0038395163039031694,-0.0075160095475171745
2,u,61,HU,1.9231720459788182,-0.00393169660191048,-0.007561328998064145
2,u,62,HU,1.8845362870406999,-0.00399842663279331,-0.007535180080568952
2,u,63,HU,1.8416350326635473,-0.0040333280036738695,-0.007427918149788727
2,u,64,HU,1.7945065530564208,-0.00402900279634681,-0.0072300719203269945
2,u,65,HU,1.7432283344728259,-0.003976903165372071,-0.006932650281331264
2,u,66,HU,1.6879191997089271,-0.0038671884910216996,-0.0065275017028889205
2,u,67,HU,1.6287410081947122,-0.0036885698611159173,-0.006007724994390569
2,u,68,HU,1.5658999091270598,-0.00342814197429462,-0.005368127206022605
2,u,69,HU,1.499647113333348,-0.0030712029953933184,-0.004605720706502322
2,u,70,HU,1.4302791425292447,-0.0026010634820811014,-0.0037202468468150894
2,u,71,HU,1.35813750674287,-0.0019988462775051598,-0.0027147080996931246
2,u,72,HU,1.2836077510618527,-0.0012432802696569004,-0.0015958841908738676
2,u,73,HU,1.207117801267719,-3.104922047004119e-4,-3.7480066744872775e-4
2,u,74,HU,1.129135524690048,8.261976344240765e-4,9.328890994431062e-4
2,u,75,HU,1.0501654087192867,0.00219646804815795,0.0023066547655326473
2,u,76,HU,0.9707442465760274,0.003833167510777502,0.0037210253072494127
2,u,77,HU,0.8914357107000984,0.005772449374235655,0.0051457675104021
2,u,78,HU,0.812823691973615,0.008053854700854124,0.006546363912567304
2,u,79,HU,0.7355042923510297,0.010720321463940814,0.007884842452111343
2,u,80,HU,0.6600763845994854,0.01381809390749257,0.009120997468513872
2,u,81,HU,0.5871307015536884,0.01739650025947663,0.010214019401925437
2,u,82,HU,0.5172374942996566,0.021507560842000173,0.011124516878413582
2,u,83,HU,0.4509329087164584,0.026205382116289172,0.011816869181724537
2,u,84,HU,0.3887043750373962,0.03154528569194007,0.012261790560261679
2,u,85,HU,0.33097548337256705,0.03758261537585082,0.012438924290427497
2,u,86,HU,0.2780910206750498,0.04437116076594512,0.012339221385938404
2,u,87,HU,0.2303030537846462,0.05196113388191173,0.011966807811117119
2,u,88,HU,0.18775913080280923,0.06039663745922784,0.011340020152757008
2,u,89,HU,0.1504938003993488,0.06971257187628377,0.010491309877274705
2,u,90,HU,0.11842466898716035,0.07993094479293653,0.009465795678934496
2,u,91,HU,0.091354080758515685,0.09105657644853726,0.00831838983847363
2,u,92,HU,0.06897717657141374,0.10307223746331712,0.007109631923117911
2,u,93,HU,0.050896550306547314,0.1159333180876436,0.0059006059562527035
2,u,94,HU,0.03664300216313819,0.12956221063212825,0.0047475483644540415
2,u,95,HU,0.025701067538719348,0.14384269114191064,0.0036969107199893926
2,u,96,HU,0.017537212964426434,0.1586147101754294,0.002781659951637282
2,u,97,HU,0.011628010930471855,0.17367013916550803,0.0020194382765130955
2,u,98,HU,0.00748540723665512,0.18875015522994062,0.001412871777877975
2,u,99,HU,0.004676495986607934,0.2035450623390848,9.518776671225918e-4
2,u,100,HU,0.002836024515881801,0.21769741035991722,6.17395192824706e-4
2,u,101,HU,0.0016710250030720572,0.23080924745998693,3.856880234458839e-4
2,u,102,HU,9.582453339281072e-4,0.24245418298398486,2.3233058953575498e-4
2,u,103,HU,5.361097906737692e-4,0.2521946077109106,1.3520399834894963e-4
